building,lat,long,name,url
Birge Hall, 43.07460063802093, -89.40372976123513 ,Birge b1 basement tables,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2083.jpg?alt=media
Birge Hall, 43.07460063802093, -89.40372976123513 ,Birge B3 table,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2085.jpg?alt=media
Bock Laboratories, 43.07505185900349, -89.41109960356283 ,Bock labs penthouse,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5527256110121269971_base64_5_1676916412.jpg?alt=media
Chamberlin Hall, 43.07400976809344, -89.40597113054602 ,6th floor physics lounge,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2061.jpg?alt=media
Chamberlin Hall, 43.07400976809344, -89.405971130545 ,3rd floor physics lounge,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2064.jpg?alt=media
Chamberlin Hall, 43.07400976809344, -89.405971130544 ,Amp library,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2062.jpg?alt=media
Chamberlin Hall, 43.07400976809344, -89.405971130543 ,4th floor physics area,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2063.jpg?alt=media
Chamberlin Hall, 43.07400976809344, -89.405971130542 ,Physicist lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2060.jpg?alt=media
Chazen Museum of Art, 43.07395766522218, -89.3993193035629 ,Chazen lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous20111.jpg?alt=media
Chemistry Building, 43.073154132755256, -89.40443970593641 ,New Chem building window seats and lobby 7th floor and down,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2049.jpg?alt=media
Chemistry Building, 43.073154132755256, -89.4044397059363 ,Chem commons 2nd floor new building,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2050.jpg?alt=media
Chemistry Building, 43.073154132755256, -89.4044397059362 ,New chem building sub basement lounge,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2051.jpg?alt=media
Chemistry Building, 43.073154132755256, -89.4044397059361 ,Chem building lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2047.jpg?alt=media
Chemistry Building, 43.073154132755256, -89.4044397059360 ,New chem building basement chairs,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2052.jpg?alt=media
Chemistry Building, 43.073154132755256, -89.4044397059359 ,Chen building lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2044.jpg?alt=media
College Library, 43.07706898721046, -89.40112758346204 ,college library,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/h1380-04402.jpg?alt=media
Computer Sciences, 43.07164696995019, -89.40665517472685 ,6floor cs,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524701959125532602_base64_5_1676660995.jpg?alt=media
Computer Sciences, 43.07164696995019, -89.4066551747268 ,Cs patio,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524688309128961555_base64_5_1676659630.jpg?alt=media
Computer Sciences, 43.07164696995019, -89.4066551747267 ,Cs front lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524692469126090136_base64_5_1676660046.jpg?alt=media
Computer Sciences, 43.07164696995019, -89.4066551747266 ,cs study area 2nd floor,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524694799122761195_base64_5_1676660279.jpg?alt=media
Computer Sciences, 43.07164696995019, -89.4066551747265 ,Second floor cs reservable study rooms,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524697859128612311_base64_5_1676660585.jpg?alt=media
Computer Sciences, 43.07164696995019, -89.4066551747264 ,Cs basement,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524689519125638727_base64_5_1676659752.jpg?alt=media
Computer Sciences, 43.07164696995019, -89.4066551747263 ,Cs back lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524686339124600780_base64_5_1676659433.jpg?alt=media
D.C. Smith Green House, 43.074910111347805, -89.4125386189074 ,Greenhouse benches,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5527250980126186122_base64_5_1676915898.jpg?alt=media
D.C. Smith Green House, 43.074910111347805, -89.4125386189073 ,Chair and desk in king greenhouse (corn section),https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2030.jpg?alt=media
D.C. Smith Green House, 43.074910111347805, -89.4125386189072 ,Birge green house *not technically a study spot*,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2084.jpg?alt=media
Data Science Institute, 43.07451024170294, -89.40892670356284 ,Top 11 floor data sciences,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous207.jpg?alt=media
Department of Forest and Wildlife Ecology, 43.0755132234497, -89.41339092869286 ,1st floor ecology,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2015.jpg?alt=media
Department of Forest and Wildlife Ecology, 43.0755132234497, -89.41339092869286 ,4th floor ecology,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2016.jpg?alt=media
Department of Geoscience, 43.0716912554614, -89.40981334230982 ,Picnic tables in geological sciences,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524665479121700468_base64_5_1676657347.jpg?alt=media
Department of Geoscience, 43.0716912554614, -89.4098133423097 ,Desk and picnic table in geological sciences 3rd floor,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524667359122511540_base64_5_1676657535.jpg?alt=media
Department of Geoscience, 43.0716912554614, -89.4098133423096 ,Dinosaurs geo sci (not really a study area but neat spot),https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524671409125098776_base64_5_1676657940.jpg?alt=media
Department of Materials Sciences and Engineering, 43.07390043123207, -89.41126411417154 ,Study zone in material sciences,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523840709121953586_base64_5_1676574871.jpg?alt=media
Department of Materials Sciences and Engineering, 43.07390043123207, -89.41126411417154 ,Cursed desk in mat. sciences,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523842789122115994_base64_5_1676575078.jpg?alt=media
Department of Psychology, 43.07302174274878, -89.40620010683534 ,Psych 1st floor lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2042.jpg?alt=media
Department of Psychology, 43.07302174274878, -89.40620010683534 ,4th floor psych,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2040.jpg?alt=media
Department of Psychology, 43.07302174274878, -89.40620010683534 ,Psych 1st floor lounge,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2041.jpg?alt=media
Department of Psychology, 43.07302174274878, -89.4062001068352 ,Psych basement,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2043.jpg?alt=media
Department of Soil Science, 43.07670010676929, -89.41117470356271 ,258 soils study area,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2028.jpg?alt=media
Department of Soil Science, 43.07670010676929, -89.41117470356271 ,Soils building 3rd floor lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2027.jpg?alt=media
Discovery Building, 43.072990018161335, -89.40749423054608 ,First floor discovery building,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2039.jpg?alt=media
Education Building, 43.075900608814315, -89.4021895305459 ,Education building pods,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524616529123281575_base64_5_1676652452.jpg?alt=media
Education Building, 43.075900608814315, -89.4021895305459 ,Weird pod things education building,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2092.jpg?alt=media
Education Building, 43.075900608814315, -89.4021895305459 ,Education building lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2091.jpg?alt=media
Education Building, 43.075900608814315, -89.4021895305459 ,Ecb back room,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523857779126648031_base64_5_1676576577.jpg?alt=media
Educational Sciences, 43.072029494399544, -89.40343434589069 ,Top floor of education sciences,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524611759121240625_base64_5_1676651975.jpg?alt=media
Educational Sciences, 43.072029494399544, -89.40343434589069 ,5th floor education science colab space Standing desk workspace 5th floor education sciences,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524618149124943199_base64_5_1676652614.jpg?alt=media
Educational Sciences, 43.072029494399544, -89.40343434589069 ,Education science lobby cells,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524607839126235830_base64_5_1676651583.jpg?alt=media
Educational Sciences, 43.072029494399544, -89.40343434589069 ,Education building 1st floor study pod,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2093.jpg?alt=media
Engineering Centers Building, 43.072887330137384, -89.41347060356294 ,Ecb table and whiteboard,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523858789127034811_base64_5_1676576678.jpg?alt=media
Engineering Centers Building, 43.072887330137384, -89.41347060356294 ,Cursed chairs on the second floor of erb,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523840019129324813_base64_5_1676574801.jpg?alt=media
Engineering Hall, 43.07186275998815, -89.41027334173506 ,Ehall lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523828019126872860_base64_5_1676573601.jpg?alt=media
Engineering Hall, 43.07186275998815, -89.4102733417350 ,Ehall sniper nest,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523829129122680281_base64_5_1676573712.jpg?alt=media
Engineering Hall, 43.07186275998815, -89.4102733417349 ,Ehall phone booths,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523827329128005474_base64_5_1676573532.jpg?alt=media
Engineering Hall, 43.07186275998815, -89.4102733417348 ,E hall benches,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5528024410127085774_base64_5_1676993241.jpg?alt=media
Enzyme Institute, 43.074871524390126, -89.41495385892222 ,Sage reading room enzyme building,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523869349129168340_base64_5_1676577734.jpg?alt=media
Enzyme Institute, 43.074871524390126, -89.4149538589221 ,Weird desk in enzyme building stairs,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523868299129718867_base64_5_1676577631.jpg?alt=media
Enzyme Institute, 43.074871524390126, -89.4149538589220 ,Enzyme lounge,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5523863789127858084_base64_5_1676577179.jpg?alt=media
Genetics Building, 43.073942865252526, -89.4095759747267 ,Genetics 6 floor,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5527283280123479862_base64_5_1676919128.jpg?alt=media
Genetics Building, 43.073942865252526, -89.4095759747267 ,Genetics lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5527280130124580849_base64_5_1676918814.jpg?alt=media
Geology & Geophysics Library, 43.07070351105812, -89.40587757895344 ,Geological library,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5524663909123815134_base64_5_1676657190.jpg?alt=media
Hasler Laboratory of Limnology, 43.07736019496343, -89.40267271149519 ,Limnology library,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous20126.jpg?alt=media
Henry Mall, 43.07439773848796, -89.41040821705444 ,Basement of 445 Henry Mall (there are no lights),https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/5527267470126311942_base64_5_1676917547.jpg?alt=media
Henry Taylor Hall, 43.07429204164964, -89.40940099681707 ,Henry Taylor hall lobby,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous208.jpg?alt=media
History Department, 43.07424864203735, -89.40004440356286 ,historical library,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/native-b99c9.jpg?alt=media
Ingraham Hall, 43.075911650562745, -89.40514986123497 ,Second floor Ingraham,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2076.jpg?alt=media
Ingraham Hall, 43.075911650562745, -89.405149861234 ,Chican@ and latin@ library 3rd floor Ingraham,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2075.jpg?alt=media
Ingraham Hall, 43.075911650562745, -89.405149861233 ,Ingraham G floor,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2078.jpg?alt=media
Ingraham Hall, 43.075911650562745, -89.405149861232 ,Ingraham Hall 1st floor,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2074.jpg?alt=media
King Hall, 43.07667314363392, -89.41070115938199 ,Kings hall greenhouse,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous2029.jpg?alt=media
Kohler Art Library, 43.07416418748983, -89.39934200170984 ,Kohler art library,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/image_anonymous20112.jpg?alt=media
Kurt F. Wendt Commons, 43.07177502002603, -89.40875269007145 ,wendt,https://firebasestorage.googleapis.com/v0/b/gradesandreviews.appspot.com/o/featured-uw-wendt-commons-library-grainger-engineering-design-innovation-lab.jpg?alt=media
